title,url,parent_key
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL580,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL591,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1257,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1257,BE0004857
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL967,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL454,BE0004797
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000501
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000575
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000715
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000172
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000694
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0004889
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0004916
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0004915
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL220492,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL681,BE0004797
doi:10.1021/cn9000236,http://dx.doi.org/10.1021/cn9000236,BE0000770
doi:10.1021/cn9000236,http://dx.doi.org/10.1021/cn9000236,BE0000632
doi:10.1021/cn9000236,http://dx.doi.org/10.1021/cn9000236,BE0000420
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL448,BE0004797
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000342
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000650
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0004863
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0004889
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL979,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1522,BE0004797
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000291
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000797
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000659
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000476
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000311
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0004688
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000945
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000650
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000501
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000575
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000289
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000572
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000342
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000172
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000092
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000560
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000045
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000405
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000247
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0004889
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000581
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000389
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000145
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000442
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000112
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000146
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000749
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000486
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000647
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL450,BE0004797
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000945
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0004864
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0004872
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000756
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0004897
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000647
doi:10.1007/s00415-006-3004-8,http://dx.doi.org/10.1007/s00415-006-3004-8,BE0000756
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000501
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000575
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000715
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000533
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1256,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL856,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL970,BE0004797
"Indapamide, International Union of Basic and Clinical Pharmacology Document",http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?tab=clinical&ligandId=7203,BE0000419
Significant Drug–Drug Interactions with Antineoplastics,https://www.ebi.ac.uk/chembl/target/inspect/CHEMBL1876,BE0000419
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL526,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL12,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL568,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646,BE0004797
doi:10.1007/s00415-006-3004-8,http://dx.doi.org/10.1007/s00415-006-3004-8,BE0000756
Significant Drug–Drug Interactions with Antineoplastics,https://www.ebi.ac.uk/chembl/target/inspect/CHEMBL1876,BE0000419
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1341,BE0004797
CARPHENAZINE,https://drugs.ncats.io/ginas/app/substance/CLY16Y8Z7E,BE0000756
CHEBI:51235 - carphenazine,http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:51235,BE0000756
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200790,BE0004797
Source,http://www.druglib.com/activeingredient/anisindione/,BE0000403
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000945
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000146
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL407,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201169,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1102,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL969,BE0004797
ChEMBL Compound Report Card,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200472,BE0004797
Link,http://www.lundbeck.com/upload/ca/en/files/pdf/product_monograph/Clopixol_PM_MKT_ctrl_148975_13SEPT2011_CLN_eng.pdf,BE0000442
1M21: Crystal Structure Analysis Of The Peptide Amidase Pam In Complex With The Competitive Inhibitor Chymostatin,https://www.ncbi.nlm.nih.gov/Structure/pdb/1M21,BE0002500
Guide to pharmacology,http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?tab=biology&ligandId=2379,BE0000745
Guide to pharmacology,http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?tab=biology&ligandId=2379,BE0000414
FDA reports,https://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/PsychopharmacologicDrugsAdvisoryCommittee/UCM602419.pdf,BE0000501
FDA reports,https://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/PsychopharmacologicDrugsAdvisoryCommittee/UCM602419.pdf,BE0000291
FDA reports,https://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/PsychopharmacologicDrugsAdvisoryCommittee/UCM602419.pdf,BE0000650
FDA reports,https://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/PsychopharmacologicDrugsAdvisoryCommittee/UCM602419.pdf,BE0000533
FDA reports,https://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/PsychopharmacologicDrugsAdvisoryCommittee/UCM602419.pdf,BE0000659
FDA Label,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/206256lbl.pdf,BE0008667
Link,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d2a87691-c9ad-4753-97a1-311fccfe6515,BE0000163
Link,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d2a87691-c9ad-4753-97a1-311fccfe6515,BE0000767
Link,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d2a87691-c9ad-4753-97a1-311fccfe6515,BE0004731
Link,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d2a87691-c9ad-4753-97a1-311fccfe6515,BE0003379
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000533
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000146
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000291
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000342
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000393
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000460
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000572
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000581
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000647
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000650
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000756
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0000945
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0004863
PDSP Ki Database,http://kidbdev.med.unc.edu/databases/pdsp.php,BE0004889
Central cardiovascular effects of nylidrin (buphenine).,https://www.ncbi.nlm.nih.gov/m/pubmed/6105964/,BE0000012
ToxNet Nylidrin,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/a?dbs+hsdb:@term+@DOCNO+3137,BE0000385
Pentaerythritol tetranitrate,http://www.t3db.ca/toxins/T3D0265,BE0000130
Pentaerythritol tetranitrate,http://www.t3db.ca/toxins/T3D0265,BE0000629
"Development of Subtype-Selective GABAA Receptor Compounds for the Treatment of Anxiety, Sleep Disorders and Epilepsy",http://link.springer.com/chapter/10.1007%2F978-3-0346-0226-6_2,BE0008668
LASTACAFT,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?ndc=68669-412-03&start=1,BE0000442
JEVTANA - cabazitaxel,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa,BE0001391
JEVTANA - cabazitaxel,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa,BE0000026
"Cholecystokinin stimulates extracellular signal-regulated kinase through activation of the epidermal growth factor receptor, Yes, and protein kinase C. Signal amplification at the level of Raf by activation of protein kinase Cepsilon.",https://www.ncbi.nlm.nih.gov/pubmed/12496267,BE0000036
"Cholecystokinin stimulates extracellular signal-regulated kinase through activation of the epidermal growth factor receptor, Yes, and protein kinase C. Signal amplification at the level of Raf by activation of protein kinase Cepsilon.",https://www.ncbi.nlm.nih.gov/pubmed/12496267,BE0001062
"Cholecystokinin stimulates extracellular signal-regulated kinase through activation of the epidermal growth factor receptor, Yes, and protein kinase C. Signal amplification at the level of Raf by activation of protein kinase Cepsilon.",https://www.ncbi.nlm.nih.gov/pubmed/12496267,BE0000953
"Cholecystokinin stimulates extracellular signal-regulated kinase through activation of the epidermal growth factor receptor, Yes, and protein kinase C. Signal amplification at the level of Raf by activation of protein kinase Cepsilon.",https://www.ncbi.nlm.nih.gov/pubmed/12496267,BE0000872
Seattle genetics Brentuximab Vedotin,http://www.seattlegenetics.com/pipeline/brentuximab-vedotin,BE0003479
Dabrafenib,https://www.rcsb.org/ligand/P06,BE0000634
Dabrafenib,https://www.rcsb.org/ligand/P06,BE0000036
Dabrafenib,https://www.rcsb.org/ligand/P06,BE0004757
Dabrafenib,https://www.rcsb.org/ligand/P06,BE0004758
Dabrafenib,https://www.rcsb.org/ligand/P06,BE0004759
EMA: Tractocile Product Information,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000253/WC500040495.pdf,BE0000844
hERG potassium channel inhibition by ivabradine may contribute to QT prolongation and risk of torsades de pointes,http://journals.sagepub.com/doi/abs/10.1177/2042098615595546,BE0004631
Stemgen monograph,http://www.medicines.org.au/files/anpstemi.pdf,BE0000453
EMA Reports,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002719/WC500157553.pdf,BE0000364
EMA Reports,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002719/WC500157553.pdf,BE0000216
Australian report,https://www.tga.gov.au/sites/default/files/auspar-turoctocog-140507.pdf,BE0000048
Encyclopedia,http://www.encyclopedia.com/education/encyclopedias-almanacs-transcripts-and-maps/calcium-carbimide,BE0000193
NLM Toxnet Toxicology Data Network: Aurothioglucose,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/a?dbs+hsdb:@term+@DOCNO+7174,BE0000269
NLM Toxnet Toxicology Data Network: Aurothioglucose,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/a?dbs+hsdb:@term+@DOCNO+7174,BE0003732
NLM Toxnet Toxicology Data Network: Aurothioglucose,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/a?dbs+hsdb:@term+@DOCNO+7174,BE0003733
Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/chromic_chloride,BE0000033
 CuB-heme a3 (or heme o) binuclear centre associated with Cytochrome c oxidase subunit I as oxygen binding site,https://en.wikipedia.org/wiki/Cytochrome_c_oxidase_subunit_I,BE0000335
monograph,http://www.rxlist.com/venofer-drug/clinical-pharmacology.htm,BE0000130
EMBL-EBI,https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL2105224,BE0000770
EMBL-EBI,https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL2105224,BE0000632
EMBL-EBI,https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL2105224,BE0000420
KEGG DRUG: Loxoprofen ,http://www.genome.jp/dbget-bin/www_bget?dr:D08149,BE0000262
Analgesic properties of dexketoprofen trometamol,https://www.researchgate.net/profile/Jean_Sebastien_Walczak/publication/260947943_Analgesic_properties_of_dexketoprofen_trometamol/links/571a523008aee3ddc568f435/Analgesic-properties-of-dexketoprofen-trometamol.pdf,BE0000017
Analgesic properties of dexketoprofen trometamol,https://www.researchgate.net/profile/Jean_Sebastien_Walczak/publication/260947943_Analgesic_properties_of_dexketoprofen_trometamol/links/571a523008aee3ddc568f435/Analgesic-properties-of-dexketoprofen-trometamol.pdf,BE0000262
NCI dictionary,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/polaprezinc,BE0000029
